date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:02:13	2844/2844	---M-Z	200	added ('OK')	text/css	date:Wed,%2003%20Jul%202019%2003:46:17%20GMT	http://themezinho.net/tourog/css/odometer.min.css	D:/Epic%20Website-1/themezinho.net/tourog/css/odometer.min.css	(from http://themezinho.net/tourog/index.html)
16:02:13	18993/18993	---M-Z	200	added ('OK')	text/css	date:Wed,%2003%20Jul%202019%2003:46:39%20GMT	http://themezinho.net/tourog/css/swiper.min.css	D:/Epic%20Website-1/themezinho.net/tourog/css/swiper.min.css	(from http://themezinho.net/tourog/index.html)
16:02:14	155758/155758	---M-Z	200	added ('OK')	text/css	date:Wed,%2003%20Jul%202019%2003:46:17%20GMT	http://themezinho.net/tourog/css/bootstrap.min.css	D:/Epic%20Website-1/themezinho.net/tourog/css/bootstrap.min.css	(from http://themezinho.net/tourog/index.html)
16:02:14	55541/55541	---M-Z	200	added ('OK')	text/css	date:Tue,%2030%20Jul%202019%2005:58:23%20GMT	http://themezinho.net/tourog/css/style.css	D:/Epic%20Website-1/themezinho.net/tourog/css/style.css	(from http://themezinho.net/tourog/index.html)
16:02:15	15086/15086	---M-Z	200	added ('OK')	text/html	date:Tue,%2002%20Jul%202019%2020:38:15%20GMT	http://themezinho.net/tourog/index-video.html	D:/Epic%20Website-1/themezinho.net/tourog/index-video.html	(from http://themezinho.net/tourog/index.html)
16:02:15	16505/16505	---M-Z	200	added ('OK')	text/html	date:Tue,%2002%20Jul%202019%2020:38:15%20GMT	http://themezinho.net/tourog/index-carousel.html	D:/Epic%20Website-1/themezinho.net/tourog/index-carousel.html	(from http://themezinho.net/tourog/index.html)
16:02:15	21692/21692	---M-Z	200	added ('OK')	text/html	date:Tue,%2002%20Jul%202019%2020:38:15%20GMT	http://themezinho.net/tourog/studio.html	D:/Epic%20Website-1/themezinho.net/tourog/studio.html	(from http://themezinho.net/tourog/index.html)
16:02:16	11864/11864	---M-Z	200	added ('OK')	text/html	date:Tue,%2002%20Jul%202019%2020:38:15%20GMT	http://themezinho.net/tourog/showcases.html	D:/Epic%20Website-1/themezinho.net/tourog/showcases.html	(from http://themezinho.net/tourog/index.html)
16:02:16	14945/14945	---M-Z	200	added ('OK')	text/html	date:Tue,%2002%20Jul%202019%2015:59:41%20GMT	http://themezinho.net/tourog/blog.html	D:/Epic%20Website-1/themezinho.net/tourog/blog.html	(from http://themezinho.net/tourog/index.html)
16:02:16	10465/10465	---M-Z	200	added ('OK')	text/html	date:Tue,%2002%20Jul%202019%2020:38:14%20GMT	http://themezinho.net/tourog/contact.html	D:/Epic%20Website-1/themezinho.net/tourog/contact.html	(from http://themezinho.net/tourog/index.html)
16:02:17	6265/6265	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202019%2005:00:41%20GMT	http://themezinho.net/tourog/images/logo.png	D:/Epic%20Website-1/themezinho.net/tourog/images/logo.png	(from http://themezinho.net/tourog/index.html)
16:02:26	75787/75787	---M--	200	added ('OK')	image/gif	date:Mon,%2001%20Jul%202019%2005:00:32%20GMT	http://themezinho.net/tourog/images/preloader.gif	D:/Epic%20Website-1/themezinho.net/tourog/images/preloader.gif	(from http://themezinho.net/tourog/index.html)
16:02:38	131520/131520	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:39%20GMT	http://themezinho.net/tourog/images/slide01.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/slide01.jpg	(from http://themezinho.net/tourog/index.html)
16:02:46	122519/122519	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:35%20GMT	http://themezinho.net/tourog/images/office01.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/office01.jpg	(from http://themezinho.net/tourog/index.html)
16:02:58	120708/120708	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:33%20GMT	http://themezinho.net/tourog/images/office02.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/office02.jpg	(from http://themezinho.net/tourog/index.html)
16:03:03	24563/24563	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202019%2005:00:35%20GMT	http://themezinho.net/tourog/images/icon01.png	D:/Epic%20Website-1/themezinho.net/tourog/images/icon01.png	(from http://themezinho.net/tourog/index.html)
16:03:04	7188/7188	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202019%2005:00:32%20GMT	http://themezinho.net/tourog/images/icon02.png	D:/Epic%20Website-1/themezinho.net/tourog/images/icon02.png	(from http://themezinho.net/tourog/index.html)
16:03:06	10354/10354	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202019%2005:00:32%20GMT	http://themezinho.net/tourog/images/icon03.png	D:/Epic%20Website-1/themezinho.net/tourog/images/icon03.png	(from http://themezinho.net/tourog/index.html)
16:03:07	127600/127600	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:31%20GMT	http://themezinho.net/tourog/images/office03.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/office03.jpg	(from http://themezinho.net/tourog/index.html)
16:03:42	220808/220808	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:42%20GMT	http://themezinho.net/tourog/images/works01.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/works01.jpg	(from http://themezinho.net/tourog/index.html)
16:03:45	232439/232439	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:46%20GMT	http://themezinho.net/tourog/images/works02.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/works02.jpg	(from http://themezinho.net/tourog/index.html)
16:04:14	213954/213954	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:43%20GMT	http://themezinho.net/tourog/images/works03.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/works03.jpg	(from http://themezinho.net/tourog/index.html)
16:04:16	223267/223267	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:48%20GMT	http://themezinho.net/tourog/images/works04.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/works04.jpg	(from http://themezinho.net/tourog/index.html)
16:04:33	158140/158140	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:47%20GMT	http://themezinho.net/tourog/images/works05.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/works05.jpg	(from http://themezinho.net/tourog/index.html)
16:04:34	1009072/1009072	---M--	200	added ('OK')	image/png	date:Tue,%2002%20Jul%202019%2006:04:15%20GMT	http://themezinho.net/tourog/ico/favicon.png	D:/Epic%20Website-1/themezinho.net/tourog/ico/favicon.png	(from http://themezinho.net/tourog/index.html)
16:04:35	6547/6547	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202019%2005:00:34%20GMT	http://themezinho.net/tourog/images/logo01.png	D:/Epic%20Website-1/themezinho.net/tourog/images/logo01.png	(from http://themezinho.net/tourog/index.html)
16:04:35	4649/4649	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202019%2005:00:31%20GMT	http://themezinho.net/tourog/images/logo02.png	D:/Epic%20Website-1/themezinho.net/tourog/images/logo02.png	(from http://themezinho.net/tourog/index.html)
16:04:35	5146/5146	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202019%2005:00:33%20GMT	http://themezinho.net/tourog/images/logo03.png	D:/Epic%20Website-1/themezinho.net/tourog/images/logo03.png	(from http://themezinho.net/tourog/index.html)
16:04:36	5153/5153	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202019%2005:00:36%20GMT	http://themezinho.net/tourog/images/logo04.png	D:/Epic%20Website-1/themezinho.net/tourog/images/logo04.png	(from http://themezinho.net/tourog/index.html)
16:04:38	20408/20408	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202019%2005:00:36%20GMT	http://themezinho.net/tourog/images/logo05.png	D:/Epic%20Website-1/themezinho.net/tourog/images/logo05.png	(from http://themezinho.net/tourog/index.html)
16:04:39	19189/19189	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202019%2005:00:37%20GMT	http://themezinho.net/tourog/images/logo06.png	D:/Epic%20Website-1/themezinho.net/tourog/images/logo06.png	(from http://themezinho.net/tourog/index.html)
16:04:39	5086/5086	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202019%2005:00:36%20GMT	http://themezinho.net/tourog/images/logo07.png	D:/Epic%20Website-1/themezinho.net/tourog/images/logo07.png	(from http://themezinho.net/tourog/index.html)
16:04:39	5225/5225	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202019%2005:00:44%20GMT	http://themezinho.net/tourog/images/logo08.png	D:/Epic%20Website-1/themezinho.net/tourog/images/logo08.png	(from http://themezinho.net/tourog/index.html)
16:04:41	209926/209926	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:46%20GMT	http://themezinho.net/tourog/images/works06.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/works06.jpg	(from http://themezinho.net/tourog/index.html)
16:04:41	15060/15060	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202019%2005:00:45%20GMT	http://themezinho.net/tourog/images/logo09.png	D:/Epic%20Website-1/themezinho.net/tourog/images/logo09.png	(from http://themezinho.net/tourog/index.html)
16:04:43	58072/58072	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Jul%202019%2020:38:20%20GMT	http://themezinho.net/tourog/js/bootstrap.min.js	D:/Epic%20Website-1/themezinho.net/tourog/js/bootstrap.min.js	(from http://themezinho.net/tourog/index.html)
16:04:43	97162/97162	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Jul%202019%2020:38:20%20GMT	http://themezinho.net/tourog/js/jquery.min.js	D:/Epic%20Website-1/themezinho.net/tourog/js/jquery.min.js	(from http://themezinho.net/tourog/index.html)
16:04:44	8415/8415	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Jul%202019%2020:38:19%20GMT	http://themezinho.net/tourog/js/wow.min.js	D:/Epic%20Website-1/themezinho.net/tourog/js/wow.min.js	(from http://themezinho.net/tourog/index.html)
16:04:44	3721/3721	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Jul%202019%2020:38:21%20GMT	http://themezinho.net/tourog/js/splitting.min.js	D:/Epic%20Website-1/themezinho.net/tourog/js/splitting.min.js	(from http://themezinho.net/tourog/index.html)
16:04:44	111714/111714	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Jul%202019%2020:38:19%20GMT	http://themezinho.net/tourog/js/swiper.min.js	D:/Epic%20Website-1/themezinho.net/tourog/js/swiper.min.js	(from http://themezinho.net/tourog/index.html)
16:04:44	10257/10257	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Jul%202019%2020:38:19%20GMT	http://themezinho.net/tourog/js/odometer.min.js	D:/Epic%20Website-1/themezinho.net/tourog/js/odometer.min.js	(from http://themezinho.net/tourog/index.html)
16:04:45	8638/8638	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Jul%202019%2020:38:21%20GMT	http://themezinho.net/tourog/js/scripts.js	D:/Epic%20Website-1/themezinho.net/tourog/js/scripts.js	(from http://themezinho.net/tourog/index.html)
16:04:45	61511/61511	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Jul%202019%2020:38:21%20GMT	http://themezinho.net/tourog/js/fancybox.min.js	D:/Epic%20Website-1/themezinho.net/tourog/js/fancybox.min.js	(from http://themezinho.net/tourog/index.html)
16:04:54	74652/74652	---M--	200	added ('OK')	font/woff2	date:Mon,%2001%20Jul%202019%2005:00:23%20GMT	http://themezinho.net/tourog/fonts/fa-brands-400.woff2	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-brands-400.woff2	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:04:56	87544/87544	---M--	200	added ('OK')	font/woff	date:Mon,%2001%20Jul%202019%2005:00:54%20GMT	http://themezinho.net/tourog/fonts/fa-brands-400.woff	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-brands-400.woff	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:05:00	129648/129648	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2001%20Jul%202019%2005:00:21%20GMT	http://themezinho.net/tourog/fonts/fa-brands-400.eot	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-brands-400.eot	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:05:11	129344/129344	---M--	200	added ('OK')	font/ttf	date:Mon,%2001%20Jul%202019%2005:00:24%20GMT	http://themezinho.net/tourog/fonts/fa-brands-400.ttf	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-brands-400.ttf	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:05:19	157008/157008	---M--	200	added ('OK')	font/woff2	date:Mon,%2001%20Jul%202019%2005:00:17%20GMT	http://themezinho.net/tourog/fonts/fa-light-300.woff2	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-light-300.woff2	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:05:46	400852/400852	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2001%20Jul%202019%2005:00:21%20GMT	http://themezinho.net/tourog/fonts/fa-light-300.eot	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-light-300.eot	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:05:46	207152/207152	---M--	200	added ('OK')	font/woff	date:Mon,%2001%20Jul%202019%2005:00:23%20GMT	http://themezinho.net/tourog/fonts/fa-light-300.woff	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-light-300.woff	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:05:54	1925531/1925531	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202019%2005:00:21%20GMT	http://themezinho.net/tourog/fonts/fa-light-300.svg	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-light-300.svg	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:06:04	400852/400852	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2001%20Jul%202019%2005:00:21%20GMT	http://themezinho.net/tourog/fonts/fa-light-300.eot?	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-light-300d41d.eot	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:06:28	145136/145136	---M--	200	added ('OK')	font/woff2	date:Mon,%2001%20Jul%202019%2005:00:16%20GMT	http://themezinho.net/tourog/fonts/fa-regular-400.woff2	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-regular-400.woff2	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:06:52	400572/400572	---M--	200	added ('OK')	font/ttf	date:Mon,%2001%20Jul%202019%2005:00:23%20GMT	http://themezinho.net/tourog/fonts/fa-light-300.ttf	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-light-300.ttf	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:06:52	369624/369624	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2001%20Jul%202019%2005:00:24%20GMT	http://themezinho.net/tourog/fonts/fa-regular-400.eot	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-regular-400.eot	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:06:58	1735315/1735315	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202019%2005:00:16%20GMT	http://themezinho.net/tourog/fonts/fa-regular-400.svg	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-regular-400.svg	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:07:04	191324/191324	---M--	200	added ('OK')	font/woff	date:Mon,%2001%20Jul%202019%2005:00:21%20GMT	http://themezinho.net/tourog/fonts/fa-regular-400.woff	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-regular-400.woff	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:07:04	369624/369624	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2001%20Jul%202019%2005:00:24%20GMT	http://themezinho.net/tourog/fonts/fa-regular-400.eot?	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-regular-400d41d.eot	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:07:23	117364/117364	---M--	200	added ('OK')	font/woff2	date:Mon,%2001%20Jul%202019%2005:00:23%20GMT	http://themezinho.net/tourog/fonts/fa-solid-900.woff2	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-solid-900.woff2	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:07:49	155944/155944	---M--	200	added ('OK')	font/woff	date:Mon,%2001%20Jul%202019%2005:00:22%20GMT	http://themezinho.net/tourog/fonts/fa-solid-900.woff	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-solid-900.woff	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:07:50	313880/313880	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2001%20Jul%202019%2005:00:17%20GMT	http://themezinho.net/tourog/fonts/fa-solid-900.eot	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-solid-900.eot	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:07:56	1403576/1403576	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202019%2005:00:22%20GMT	http://themezinho.net/tourog/fonts/fa-solid-900.svg	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-solid-900.svg	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:07:57	1089/1089	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202019%2005:00:38%20GMT	http://themezinho.net/tourog/images/dot-pattern.png	D:/Epic%20Website-1/themezinho.net/tourog/images/dot-pattern.png	(from http://themezinho.net/tourog/css/style.css)
16:07:57	313880/313880	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2001%20Jul%202019%2005:00:17%20GMT	http://themezinho.net/tourog/fonts/fa-solid-900.eot?	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-solid-900d41d.eot	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:07:57	369332/369332	---M--	200	added ('OK')	font/ttf	date:Mon,%2001%20Jul%202019%2005:00:22%20GMT	http://themezinho.net/tourog/fonts/fa-regular-400.ttf	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-regular-400.ttf	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:08:35	224965/224965	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:47%20GMT	http://themezinho.net/tourog/images/works07.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/works07.jpg	(from http://themezinho.net/tourog/index-carousel.html)
16:08:41	313600/313600	---M--	200	added ('OK')	font/ttf	date:Mon,%2001%20Jul%202019%2005:00:14%20GMT	http://themezinho.net/tourog/fonts/fa-solid-900.ttf	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-solid-900.ttf	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:08:45	299296/299296	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202019%2005:00:34%20GMT	http://themezinho.net/tourog/images/footer-bg.png	D:/Epic%20Website-1/themezinho.net/tourog/images/footer-bg.png	(from http://themezinho.net/tourog/css/style.css)
16:09:00	90183/90183	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:38%20GMT	http://themezinho.net/tourog/images/team01.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/team01.jpg	(from http://themezinho.net/tourog/studio.html)
16:09:13	192901/192901	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:31%20GMT	http://themezinho.net/tourog/images/works09.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/works09.jpg	(from http://themezinho.net/tourog/index-carousel.html)
16:09:25	150954/150954	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:40%20GMT	http://themezinho.net/tourog/images/team02.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/team02.jpg	(from http://themezinho.net/tourog/studio.html)
16:09:25	307600/307600	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:34%20GMT	http://themezinho.net/tourog/images/works08.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/works08.jpg	(from http://themezinho.net/tourog/index-carousel.html)
16:09:25	74354/74354	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:39%20GMT	http://themezinho.net/tourog/images/team03.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/team03.jpg	(from http://themezinho.net/tourog/studio.html)
16:09:26	9811/9811	---M-Z	200	added ('OK')	text/html	date:Tue,%2002%20Jul%202019%2020:38:14%20GMT	http://themezinho.net/tourog/case-single.html	D:/Epic%20Website-1/themezinho.net/tourog/case-single.html	(from http://themezinho.net/tourog/showcases.html)
16:09:27	13823/13823	---M-Z	200	added ('OK')	text/html	date:Tue,%2002%20Jul%202019%2015:59:41%20GMT	http://themezinho.net/tourog/blog-single.html	D:/Epic%20Website-1/themezinho.net/tourog/blog-single.html	(from http://themezinho.net/tourog/blog.html)
16:09:28	14066/14066	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Jul%202019%2020:38:19%20GMT	http://themezinho.net/tourog/js/jquery.form.min.js	D:/Epic%20Website-1/themezinho.net/tourog/js/jquery.form.min.js	(from http://themezinho.net/tourog/contact.html)
16:09:30	21068/21068	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Jul%202019%2020:38:18%20GMT	http://themezinho.net/tourog/js/jquery.validate.min.js	D:/Epic%20Website-1/themezinho.net/tourog/js/jquery.validate.min.js	(from http://themezinho.net/tourog/contact.html)
16:09:30	21352/21352	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:41%20GMT	http://themezinho.net/tourog/images/avatar01.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/avatar01.jpg	(from http://themezinho.net/tourog/blog.html)
16:09:30	1438/1438	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Jul%202019%2020:38:18%20GMT	http://themezinho.net/tourog/js/contact.form.min.js	D:/Epic%20Website-1/themezinho.net/tourog/js/contact.form.min.js	(from http://themezinho.net/tourog/contact.html)
16:09:38	98237/98237	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:40%20GMT	http://themezinho.net/tourog/images/team04.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/team04.jpg	(from http://themezinho.net/tourog/studio.html)
16:09:41	691822/691822	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jul%202019%2005:00:19%20GMT	http://themezinho.net/tourog/fonts/fa-brands-400.svg	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-brands-400.svg	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:10:31	678641/678641	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Jul%202019%2020:38:23%20GMT	http://themezinho.net/tourog/images/slide02.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/slide02.jpg	(from http://themezinho.net/tourog/index.html)
16:12:05	3610061/3610061	---M--	200	added ('OK')	video/mp4	date:Mon,%2001%20Jul%202019%2005:01:09%20GMT	http://themezinho.net/tourog/videos/video02.mp4	D:/Epic%20Website-1/themezinho.net/tourog/videos/video02.mp4	(from http://themezinho.net/tourog/index-video.html)
16:12:15	81263/81263	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202019%2005:00:40%20GMT	http://themezinho.net/tourog/images/team05.jpg	D:/Epic%20Website-1/themezinho.net/tourog/images/team05.jpg	(from http://themezinho.net/tourog/studio.html)
16:12:19	129648/129648	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2001%20Jul%202019%2005:00:21%20GMT	http://themezinho.net/tourog/fonts/fa-brands-400.eot?	D:/Epic%20Website-1/themezinho.net/tourog/fonts/fa-brands-400d41d.eot	(from http://themezinho.net/tourog/css/fontawesome.min.css)
16:19:18	11166377/11166377	UR-M--	200	added ('Partial%20Content')	video/mp4	date:Mon,%2001%20Jul%202019%2005:01:13%20GMT	http://themezinho.net/tourog/videos/video01.mp4	D:/Epic%20Website-1/themezinho.net/tourog/videos/video01.mp4	(from http://themezinho.net/tourog/index.html)
